"frame","time_s","n_mosquitoes","mean_x","mean_y","mean_z","std_x","std_y","std_z"
231,2.30000996589661,1,167.654863216409,-379.898372459576,1331.55779271698,0,0,0
234,2.33000993728638,1,167.337021173673,-378.908615492212,1328.70098671149,0,0,0
235,2.34000992774963,1,167.294410786712,-377.784530521215,1325.72382434102,0,0,0
236,2.35000991821289,1,167.570944830301,-376.55610078497,1322.63154218535,0,0,0
238,2.3700098991394,1,168.200386362275,-375.229176734512,1319.41803473729,0,0,0
239,2.38000988960266,1,169.190696283739,-373.819392022342,1316.11368721642,0,0,0
240,2.3900101184845,1,170.54054997475,-372.324210385842,1312.70859539202,0,0,0
242,2.41001009941101,1,172.266375658036,-370.721110492483,1309.15359536835,0,0,0
243,2.42001008987427,1,174.389324276071,-369.008199657008,1305.44160186543,0,0,0
246,2.45001101493835,1,176.907784477003,-367.191797856564,1301.58217002629,0,0,0
247,2.46001100540161,1,179.716382495876,-365.324676075939,1297.62726404186,0,0,0
248,2.47001099586487,1,182.673446341079,-363.479072913521,1293.6936660989,0,0,0
249,2.48001098632812,1,185.692980420474,-361.685691943084,1289.86412761996,0,0,0
250,2.49001097679138,1,188.733023048369,-359.950450180702,1286.17174800844,0,0,0
251,2.50001096725464,1,191.760402181956,-358.279941020262,1282.61918513869,0,0,0
252,2.5100109577179,1,194.762254179792,-356.669133293598,1279.1677286209,0,0,0
253,2.52001094818115,1,197.729236748439,-355.132583314098,1275.78992900392,0,0,0
254,2.53001093864441,1,200.63980237794,-353.693348225565,1272.43962729451,0,0,0
256,2.55001091957092,1,203.462692374506,-352.338330246615,1269.01450718905,0,0,0
258,2.57001090049744,1,206.136321832782,-351.069096108208,1265.46477059361,0,0,0
259,2.58001089096069,1,208.646764611164,-349.877690767889,1261.82986053283,0,0,0
260,2.59001111984253,1,211.013233129118,-348.75351070076,1258.16336999921,0,0,0
261,2.60001111030579,1,213.251398670589,-347.686125755085,1254.47878107721,0,0,0
262,2.61001110076904,1,215.35742058678,-346.655016003784,1250.79188198236,0,0,0
263,2.6200110912323,1,217.325685429475,-345.666008278155,1247.18795550003,0,0,0
264,2.63001108169556,1,219.145497601399,-344.704840060033,1243.68280958003,0,0,0
265,2.64001107215881,1,220.777521536583,-343.670595772444,1240.00879765131,0,0,0
266,2.65001106262207,1,222.177675878506,-342.501601741503,1236.01760931902,0,0,0
267,2.66001105308533,1,223.348676061902,-341.209882662885,1231.76731435355,0,0,0
270,2.6900110244751,1,224.343537150669,-339.814414765154,1227.30066609829,0,0,0
271,2.70001101493835,1,225.285015116446,-338.397738557475,1222.84994028615,0,0,0
272,2.71001195907593,1,226.216716003862,-337.007164455353,1218.48593963905,0,0,0
273,2.72001194953918,1,227.123514650776,-335.630921724158,1214.1384779183,0,0,0
274,2.73001194000244,1,227.981644634158,-334.240806928247,1209.70400996498,0,0,0
275,2.7400119304657,1,228.776549783936,-332.803513871897,1205.07470352776,0,0,0
276,2.75001192092896,1,229.507876272922,-331.323481923037,1200.24778592,0,0,0
277,2.76001191139221,1,230.201490259657,-329.893719003307,1195.53568112305,0,0,0
278,2.77001190185547,1,230.880979524253,-328.577469511894,1191.18080367465,0,0,0
279,2.78001189231873,1,231.525342901552,-327.381662031934,1187.24959675023,0,0,0
280,2.79001212120056,1,232.100818806991,-326.300795452293,1183.74893933462,0,0,0
282,2.81001210212708,1,232.534775676858,-325.242480964527,1180.34673374259,0,0,0
283,2.82001209259033,1,232.827477345314,-324.159441491646,1176.82976634511,0,0,0
285,2.84001207351685,1,233.019424693277,-323.063849689316,1173.16112996315,0,0,0
286,2.8500120639801,1,233.152682017864,-321.99912600639,1169.40375438897,0,0,0
287,2.86001205444336,1,233.250294237435,-320.991158806621,1165.60275588592,0,0,0
288,2.87001204490662,1,233.330840602956,-320.040015613263,1161.79388291569,0,0,0
289,2.88001203536987,1,233.40719717521,-319.136171667524,1157.98553032387,0,0,0
290,2.89001202583313,1,233.48153207349,-318.269821234878,1154.15078699854,0,0,0
291,2.90001201629639,1,233.558589624658,-317.438817408054,1150.27901142454,0,0,0
292,2.91001200675964,1,233.647582457633,-316.651868608086,1146.42027883917,0,0,0
293,2.9200119972229,1,233.747928858085,-315.926250097614,1142.63868063444,0,0,0
294,2.93001198768616,1,233.851461007256,-315.247806493275,1138.96635239716,0,0,0
295,2.94001197814941,1,233.951024787315,-314.594080581101,1135.4180784561,0,0,0
296,2.95001292228699,1,234.026433522287,-313.945256263187,1131.96257358029,0,0,0
297,2.96001291275024,1,234.051945976598,-313.291175748006,1128.57505260484,0,0,0
298,2.9700129032135,1,234.010909296984,-312.641324116749,1125.26507523745,0,0,0
299,2.98001289367676,1,233.891651721628,-312.03206865995,1122.07861477348,0,0,0
300,2.99001312255859,1,233.667069859994,-311.499096376497,1119.04010506559,0,0,0
301,3.00001311302185,1,233.274318307048,-311.042545887592,1116.04466683411,0,0,0
302,3.01001310348511,1,232.690951834875,-310.648982463261,1113.06062017607,0,0,0
303,3.02001309394836,1,231.926910241203,-310.30973057682,1110.13085432913,0,0,0
304,3.03001308441162,1,231.002108027846,-310.026172595765,1107.30852790844,0,0,0
305,3.04001307487488,1,229.933442754106,-309.79892843216,1104.61102439547,0,0,0
306,3.05001306533813,1,228.734703610386,-309.629904867385,1102.0219704856,0,0,0
307,3.06001305580139,1,227.410152235539,-309.52567828556,1099.4861908822,0,0,0
309,3.0800130367279,1,225.953510458022,-309.484466341719,1096.90393121532,0,0,0
310,3.09001302719116,1,224.380362436103,-309.483831907114,1094.21129870509,0,0,0
311,3.10001301765442,1,222.737810160143,-309.502149333145,1091.40399575544,0,0,0
312,3.11001300811768,1,221.099688832974,-309.564945203443,1088.58905083995,0,0,0
313,3.12001299858093,1,219.488473020881,-309.697184620591,1085.75879824325,0,0,0
314,3.13001298904419,1,217.905601119173,-309.893791098,1082.8444264638,0,0,0
315,3.14001297950745,1,216.343947511271,-310.137606554483,1079.80701724114,0,0,0
316,3.1500129699707,1,214.791018244315,-310.411487719824,1076.68251186825,0,0,0
8430,84.2903699874878,1,1309.59709638566,785.370970363143,4446.83546073786,0,0,0
8431,84.300369977951,1,1297.88990614641,783.257194829664,4439.7536116626,0,0,0
8432,84.3103709220886,1,1286.5453070961,781.78405999439,4433.9316821572,0,0,0
8433,84.3203709125519,1,1275.46036309542,780.885414522717,4428.33116240216,0,0,0
8434,84.3303709030151,1,1264.83827212962,780.526223970064,4422.80737501341,0,0,0
8435,84.3403708934784,1,1254.96102164817,780.712426540073,4417.93374034716,0,0,0
8437,84.3603711128235,1,1245.72814134652,781.23556145537,4414.06421115859,0,0,0
8438,84.3703711032867,1,1237.00056089717,781.787290743341,4411.02709101605,0,0,0
8439,84.38037109375,1,1228.72831399545,782.09732206307,4408.59775815533,0,0,0
8440,84.3903710842133,1,1220.79263135985,781.852414243042,4406.27541301952,0,0,0
8441,84.4003710746765,1,1213.02458096254,780.760161698853,4403.42251049944,0,0,0
8442,84.4103710651398,1,1205.45727397658,778.754011934737,4400.25576524161,0,0,0
8443,84.420371055603,1,1198.16314517949,775.873574797196,4397.23408513957,0,0,0
8444,84.4303710460663,1,1191.25040866601,772.239812054399,4394.99739255172,0,0,0
8445,84.4403710365295,1,1184.7943874107,767.98301441521,4393.95881038592,0,0,0
8446,84.4503710269928,1,1178.73420197005,763.153726778492,4393.76653963927,0,0,0
8447,84.460371017456,1,1173.02498614092,757.868025211862,4394.15269006395,0,0,0
8448,84.4703710079193,1,1167.37271324291,752.211223535922,4394.9298850765,0,0,0
8449,84.4803709983826,1,1161.52018667006,746.328311850659,4396.49708643627,0,0,0
8451,84.5003709793091,1,1155.33993455552,740.41735652065,4399.40135030054,0,0,0
8452,84.5103709697723,1,1148.97982020625,734.774111424075,4404.04140578588,0,0,0
8453,84.5203709602356,1,1142.5936918964,729.633213986666,4410.53455086742,0,0,0
8454,84.5303709506989,1,1136.0111288078,724.98337956628,4417.94634208312,0,0,0
8455,84.5403709411621,1,1129.18833792241,720.873907875104,4425.88465219136,0,0,0
8456,84.5503721237183,1,1122.13474453882,717.310985249698,4434.06453015347,0,0,0
8457,84.5603721141815,1,1114.92289894359,714.278715921153,4442.44783126341,0,0,0
8458,84.5703721046448,1,1107.65006641613,711.684882522214,4451.21907612561,0,0,0
8459,84.580372095108,1,1100.41357332612,709.354293866785,4460.59870823356,0,0,0
8461,84.6003720760345,1,1093.2556867318,707.041625476507,4470.14475641432,0,0,0
8462,84.6103720664978,1,1086.30244154065,704.551945051063,4478.90369433687,0,0,0
8463,84.6203720569611,1,1079.5834520621,701.708406682182,4486.62215292762,0,0,0
8464,84.6303720474243,1,1073.07923095347,698.384927007275,4493.40240088315,0,0,0
8465,84.6403720378876,1,1067.00076395788,694.598689734735,4500.12257125657,0,0,0
8466,84.6503720283508,1,1061.40025687383,690.291443757613,4506.9470211954,0,0,0
8467,84.6603720188141,1,1056.08438094692,685.306828067687,4513.15620547887,0,0,0
8468,84.6703720092773,1,1051.05766995599,679.609217379108,4518.87929171385,0,0,0
8469,84.6803719997406,1,1046.35655414076,673.242578603538,4524.4345692323,0,0,0
8471,84.7003719806671,1,1042.07115877038,666.397019923418,4530.12644684398,0,0,0
8472,84.7103719711304,1,1038.35906068422,659.49311561563,4536.20896152964,0,0,0
8473,84.7203719615936,1,1035.20950341947,652.839915319444,4543.15007755741,0,0,0
8474,84.7303719520569,1,1032.45476220441,646.554702772332,4550.93470235543,0,0,0
8475,84.7403719425201,1,1029.88051674514,640.675568489857,4559.19741864695,0,0,0
8476,84.7503731250763,1,1027.25255708701,635.271738021372,4567.43094061319,0,0,0
8477,84.7603731155396,1,1024.46932785141,630.450241998516,4575.58307658322,0,0,0
8478,84.7703731060028,1,1021.73494934482,626.450640194977,4584.7110489918,0,0,0
8479,84.7803730964661,1,1019.11789926125,623.459526980973,4595.18671496108,0,0,0
8480,84.7903730869293,1,1016.46806713074,621.527810140254,4606.24256910936,0,0,0
8481,84.8003730773926,1,1013.64771797648,620.649264703532,4617.23294673977,0,0,0
8482,84.8103730678558,1,1010.51905490142,620.665568286343,4628.13743710935,0,0,0
8484,84.8303730487823,1,1007.14811636249,621.516012757317,4639.59049841588,0,0,0
8485,84.8403730392456,1,1003.80558950175,623.09871311634,4651.95015765944,0,0,0
8486,84.8503730297089,1,1000.76040484354,625.293890219317,4665.30041236268,0,0,0
8487,84.8603730201721,1,998.094653174524,627.882773108154,4679.21811290949,0,0,0
8488,84.8703730106354,1,995.795784597898,630.637038457506,4693.27556967718,0,0,0
8489,84.8803730010986,1,993.732948503678,633.301592572211,4706.85494848383,0,0,0
8490,84.8903729915619,1,991.921400925278,635.668581920313,4720.07103511348,0,0,0
8492,84.9103729724884,1,990.585184716821,637.6597994143,4733.9806824415,0,0,0
8493,84.9203729629517,1,989.699783758556,639.084431410742,4748.11041955022,0,0,0
8494,84.9303729534149,1,989.224390747029,639.720643936789,4761.53731404537,0,0,0
8495,84.9403729438782,1,989.161694879424,639.40894668824,4773.72507530344,0,0,0
8496,84.9503729343414,1,989.42038814423,638.188304745513,4784.58846235588,0,0,0
8497,84.9603729248047,1,990.007643060284,636.210731377276,4794.45354169579,0,0,0
8498,84.970372915268,1,991.101135307545,633.717897503004,4804.02812434205,0,0,0
8499,84.9803740978241,1,992.811175335002,630.954998122966,4813.43920348649,0,0,0
8500,84.9903740882874,1,995.21858704982,628.198968400014,4822.64529147076,0,0,0
8501,85.0003740787506,1,998.215053126708,625.657297365371,4830.93979071695,0,0,0
8502,85.0103740692139,1,1001.69626402005,623.496761020797,4837.789850285,0,0,0
8503,85.0203740596771,1,1005.72222232531,621.855525740618,4843.8241843603,0,0,0
8504,85.0303740501404,1,1010.39100346059,620.782058836102,4849.91798172254,0,0,0
8505,85.0403740406036,1,1015.62663058332,620.154246678724,4856.01564133512,0,0,0
8506,85.0503740310669,1,1021.30984126731,619.734956385379,4861.7393112996,0,0,0
8508,85.0703740119934,1,1027.33054406595,619.281451094167,4866.95945359669,0,0,0
8509,85.0803740024567,1,1033.37164095982,618.581282838389,4871.22655016368,0,0,0
8510,85.0903739929199,1,1039.30609443249,617.519462451197,4874.94569098787,0,0,0
8511,85.1003739833832,1,1045.05473285497,615.931852466104,4878.41738431013,0,0,0
8512,85.1103739738464,1,1050.64216741668,613.688600380199,4882.06173889624,0,0,0
8513,85.1203739643097,1,1056.07976488402,610.693336125296,4886.03850780378,0,0,0
8514,85.130373954773,1,1061.31921622149,606.908389595815,4890.28982819073,0,0,0
8515,85.1403739452362,1,1066.15595133553,602.308152527105,4894.38277111434,0,0,0
8516,85.1503739356995,1,1070.47893976403,596.967590975964,4898.57497707151,0,0,0
8518,85.170373916626,1,1074.28843060237,591.114060772455,4903.66828998598,0,0,0
8519,85.1803739070892,1,1077.55999261457,585.134198678837,4909.88523065267,0,0,0
8520,85.1903738975525,1,1080.40047630195,579.328303875829,4917.18726397713,0,0,0
8521,85.2003738880157,1,1082.90133971162,573.836615756269,4925.38066267367,0,0,0
8522,85.2103750705719,1,1085.1735617127,568.777730400191,4934.60358304495,0,0,0
8523,85.2203750610352,1,1087.17908888725,564.21553145393,4944.49781548807,0,0,0
8524,85.2303750514984,1,1088.85832600078,560.170812960166,4954.64981361962,0,0,0
8525,85.2403750419617,1,1090.3197467313,556.633935902885,4965.33904485055,0,0,0
8527,85.2603750228882,1,1091.81676154961,553.620868200248,4977.24713831947,0,0,0
8528,85.2703750133514,1,1093.4465061013,551.116172846431,4990.06677938455,0,0,0
8529,85.2803750038147,1,1095.16064968831,549.006212318841,5002.9839275663,0,0,0
8530,85.290374994278,1,1096.91188306485,546.999378459949,5015.62134791059,0,0,0
8531,85.3003749847412,1,1098.76048767869,544.875022918311,5028.22835960984,0,0,0
8532,85.3103749752045,1,1100.72943510212,542.536770983499,5040.71705558364,0,0,0
8533,85.3203749656677,1,1102.81249394685,539.953974239522,5052.5948814404,0,0,0
8534,85.330374956131,1,1105.09879214656,537.176443906449,5063.71502832691,0,0,0
8535,85.3403749465942,1,1107.72590662293,534.320767255,5074.20131749922,0,0,0
8536,85.3503749370575,1,1110.79132457898,531.582295849125,5084.022166131,0,0,0
8537,85.3603749275208,1,1114.33886881196,529.159984994246,5092.96506991095,0,0,0
8538,85.370374917984,1,1118.41893753551,527.19844478054,5101.0469072164,0,0,0
8539,85.3803749084473,1,1123.07181650918,525.790838429297,5108.42403876098,0,0,0
8540,85.3903748989105,1,1128.30929633812,524.960548313241,5115.18044607909,0,0,0
8541,85.4003748893738,1,1134.06723432403,524.628971201439,5121.16090792536,0,0,0
8542,85.4103751182556,1,1140.25897570669,524.642502901728,5126.32315938683,0,0,0
8543,85.4203751087189,1,1146.76132927894,524.814563881699,5130.77108982809,0,0,0
8544,85.4303750991821,1,1153.46406502369,524.973162378929,5134.70957684679,0,0,0
8545,85.4403750896454,1,1160.27510030845,524.940186361843,5138.24959952528,0,0,0
8546,85.450376033783,1,1167.17305594005,524.558697212446,5141.66330469906,0,0,0
8547,85.4603760242462,1,1174.03567865946,523.636954633163,5144.73941265463,0,0,0
8548,85.4703760147095,1,1180.72861429826,522.007185044821,5147.21673335314,0,0,0
8549,85.4803760051727,1,1187.238680396,519.613361271609,5149.26051386547,0,0,0
8550,85.490375995636,1,1193.53952240942,516.441140776362,5150.86524795164,0,0,0
8551,85.5003759860992,1,1199.58756636466,512.511257386043,5151.89255044945,0,0,0
8552,85.5103759765625,1,1205.45005948844,507.95700100658,5152.64021748955,0,0,0
8553,85.5203759670258,1,1211.36073322198,502.987271101532,5153.90928945623,0,0,0
8554,85.530375957489,1,1217.50880649302,497.738422963158,5156.03277011251,0,0,0
8555,85.5403759479523,1,1224.16239860621,492.330685758426,5159.26641474574,0,0,0
8558,85.570375919342,1,1231.39267626607,486.84224575011,5162.99288375929,0,0,0
8559,85.5803759098053,1,1239.02321378253,481.534895285326,5166.89339993824,0,0,0
8560,85.5903759002686,1,1247.02831298114,476.715305363122,5171.45890282734,0,0,0
8561,85.6003758907318,1,1255.33779422834,472.497026231039,5176.50886985811,0,0,0
8562,85.6103761196136,1,1264.00302457876,468.958093813662,5182.13568476017,0,0,0
8563,85.6203761100769,1,1273.01293292925,466.144906001933,5188.18117558983,0,0,0
8564,85.6303761005402,1,1282.35335635248,464.092028190918,5194.70860890718,0,0,0
8566,85.6503760814667,1,1291.66266103837,462.794783771583,5201.10058593007,0,0,0
8567,85.6603760719299,1,1300.39399005099,462.219385289159,5206.64594216016,0,0,0
8568,85.6703760623932,1,1308.06198960206,462.290329100079,5210.92508150324,0,0,0
8569,85.6803770065308,1,1314.35836895522,462.874380218008,5213.86672917377,0,0,0
8570,85.690376996994,1,1319.40466490257,463.727023020782,5215.79827793723,0,0,0
8571,85.7003769874573,1,1323.32660412776,464.66797422194,5216.94582851394,0,0,0
8572,85.7103769779205,1,1326.1743690833,465.633288360666,5217.66412514533,0,0,0
8573,85.7203769683838,1,1327.81295872278,466.518223886404,5217.59003969338,0,0,0
8574,85.730376958847,1,1328.28815893851,467.275045398262,5217.02892109052,0,0,0
8575,85.7403769493103,1,1327.6839013185,467.840451060504,5216.1699499327,0,0,0
8576,85.7503769397736,1,1326.07621885231,468.024450190738,5214.52154881985,0,0,0
8577,85.7603769302368,1,1324.04181684123,467.7897121629,5213.11235047148,0,0,0
8578,85.7703769207001,1,1321.86903606357,467.085991688808,5212.3234890459,0,0,0
8579,85.7803769111633,1,1319.57077653736,465.810819969899,5212.0181187842,0,0,0
8581,85.8003768920898,1,1317.0904590697,463.848305244933,5211.82151878105,0,0,0
8582,85.8103771209717,1,1314.49027070675,461.207330148225,5211.49700714317,0,0,0
8583,85.8203771114349,1,1311.87023732038,457.957176948136,5210.93416829345,0,0,0
8584,85.8303771018982,1,1309.47552504346,454.285376984371,5210.79334810569,0,0,0
8585,85.8403770923615,1,1307.45098499824,450.391766621586,5211.43521631282,0,0,0
8586,85.8503770828247,1,1305.71719414284,446.422645055369,5212.30885030475,0,0,0
8587,85.860377073288,1,1304.43607637561,442.598411972614,5213.84663958418,0,0,0
8588,85.8703770637512,1,1303.46204294648,439.020677454989,5215.46788794846,0,0,0
8589,85.8803780078888,1,1302.65069090815,435.797538117223,5216.52696699828,0,0,0
8590,85.890377998352,1,1302.06907095673,433.160940604113,5217.18286220892,0,0,0
8593,85.9203779697418,1,1301.8818412764,431.375788051128,5218.13718633878,0,0,0
8594,85.9303779602051,1,1302.15728804753,430.490244065465,5220.08935142207,0,0,0
8595,85.9403779506683,1,1302.70028941384,430.407863296295,5222.64878316426,0,0,0
8596,85.9503779411316,1,1303.10296255895,430.951737856356,5224.4733155404,0,0,0
8597,85.9603779315948,1,1303.1128219125,432.000004822725,5224.69718265235,0,0,0
8598,85.9703779220581,1,1302.72589471677,433.497221424326,5223.43937594259,0,0,0
8599,85.9803779125214,1,1302.02779323878,435.422115366225,5221.25561282279,0,0,0
8600,85.9903779029846,1,1301.16156507281,437.778539058069,5218.96247762278,0,0,0
8601,86.0003778934479,1,1300.19664689818,440.560344260404,5217.21518638687,0,0,0
8602,86.0103781223297,1,1299.1796419182,443.733144114145,5216.51485192578,0,0,0
8603,86.020378112793,1,1297.99095514156,447.183498355594,5216.52822868489,0,0,0
8604,86.0303781032562,1,1296.28146833944,450.768617030197,5215.88433018459,0,0,0
8605,86.0403780937195,1,1294.07208634175,454.489151994492,5214.72080432866,0,0,0
8606,86.0503780841827,1,1291.61750903135,458.420755614726,5214.2085144369,0,0,0
8607,86.060378074646,1,1288.92639537851,462.532980049517,5214.72663651706,0,0,0
8608,86.0703780651093,1,1285.96496507162,466.773509289845,5216.62601371243,0,0,0
8610,86.0903780460358,1,1282.5239525934,471.001998959146,5219.37396442714,0,0,0
8611,86.100378036499,1,1278.62535634047,475.028239291505,5222.474855134,0,0,0
8612,86.1103780269623,1,1274.48176411418,478.722725715031,5225.91104345417,0,0,0
8613,86.1203789710999,1,1270.12191635944,481.973423044436,5228.90584420305,0,0,0
8614,86.1303789615631,1,1265.62087713557,484.759541029075,5230.9684811448,0,0,0
8615,86.1403789520264,1,1261.21810827275,487.152353111021,5232.36811090651,0,0,0
8616,86.1503789424896,1,1257.03802720968,489.205665975094,5233.1491968857,0,0,0
8617,86.1603789329529,1,1252.95118557294,490.915333156694,5232.61626192771,0,0,0
8618,86.1703789234161,1,1249.11925409433,492.405148135193,5231.52794208558,0,0,0
8619,86.1803789138794,1,1245.48370897371,493.749495477609,5229.99734451825,0,0,0
8620,86.1903789043427,1,1241.87352276961,495.059286025932,5228.19361812195,0,0,0
8623,86.220379114151,1,1237.8675104543,496.422798598301,5225.85506569938,0,0,0
8624,86.2303791046143,1,1233.30267016458,497.750569286309,5222.5600958181,0,0,0
8625,86.2403790950775,1,1228.17173512012,498.883394279733,5218.43269146647,0,0,0
8627,86.260379076004,1,1222.440376463,499.662166427261,5213.70585548676,0,0,0
8628,86.2703790664673,1,1216.20328963262,499.989644300079,5208.62945166433,0,0,0
8629,86.2803790569305,1,1209.6073732001,499.806051706421,5203.50648875856,0,0,0
8630,86.2903790473938,1,1202.9859230054,499.117670676524,5199.42992522799,0,0,0
8631,86.300379037857,1,1196.36626640899,497.805302639859,5196.09944222226,0,0,0
8632,86.3103790283203,1,1189.74635356114,495.74465000844,5192.76184359346,0,0,0
8633,86.3203790187836,1,1183.2831205446,492.908538112814,5188.95892062348,0,0,0
8634,86.3303790092468,1,1177.17773637605,489.430358688048,5184.77721885437,0,0,0
8635,86.3403789997101,1,1171.33056603367,485.663529753295,5180.64003551428,0,0,0
8637,86.3603799343109,1,1165.53016046815,482.000078454944,5176.4987239796,0,0,0
8638,86.3703799247742,1,1159.88503697057,478.820703220657,5172.80494266303,0,0,0
8639,86.3803799152374,1,1154.42946787303,476.386796880189,5170.00822527869,0,0,0
